duke_dna,abmi_id,year,site,site_year,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,its_otu,peltigera_final_id,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,rbclx_otu,nostoc_final_id,notes,batch_48,,,,
P11252,395013,2008,OG-DH-751-1,OG-DH-751-1_2008,4620,1,TD,Peltigera lepidophora,Peltigera_nigripunctata,"0.083370, 0.016953, 0.014915, 0.014264, 0.012507, 0.012462, 0.011241, 0.011238, 0.010802, 0.010537, 0.009856",P783_peltigera_malacea,88.421,43,OTU260,,JL31_extenuata_vnf,98.49,99,otu241,,ITS sequence is a contaminant from other fungus,64,,,,
P11253,394929,2008,OG-DH-751-1,OG-DH-751-1_2008,4634,2,DM,Peltigera didactyla,0,0,0,0,0,0,,JL31_extenuata_vnf,99.767,99,otu138,,,64,,,,
P10052,394933,2008,OG-DH-751-1,OG-DH-751-1_2008,4635,3,DM,Stereocaulon,0,0,0,0,0,0,,0,0,0,0,,,39,,,,
P11249,394945,2008,OG-DH-751-1,OG-DH-751-1_2008,4640,3,DM,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.883741, 0.018027, 0.017908, 0.017723, 0.017705",P294_peltigera_latiloba,99.819,100,OTU246,Peltigera_leucophlebia_2,P2044_P_aubertii_Chile,98.794,88,otu49,,,64,,,,
P11257,394931,2008,OG-DH-751-1,OG-DH-751-1_2008,569,3,DM,Peltigera rufescens,Peltigera_rufescens_1,"0.712131, 0.228927, 0.012454",P2083_peltigera_rufescens_1,94.717,100,OTU261,Peltigera_aff_rufescens,P1839_P_retifoveata_USA,99.648,96,otu377,,,64,,,,
P11248,705641,2008,OG-DH-751-1,OG-DH-751-1_2008,4640,3,DM,Peltigera rufescens,0,0,0,0,0,0,,P2045_P_sp2_Bolivia,98.786,96,otu48,,,64,,,,
P11256,394991,2008,OG-DH-751-1,OG-DH-751-1_2008,570,3,RR,Peltigera rufescens,Peltigera_lepidophora_2,"0.643473, 0.152108, 0.066984, 0.045020, 0.034847, 0.011616",P2178_peltigera_papuana,93.967,96,OTU139,Peltigera_aff_papuana,P1839_P_retifoveata_USA,99.883,96,otu213,,,64,,,,
P11251,705318,2008,OG-DH-751-1,OG-DH-751-1_2008,4621,3,TD,Peltigera canina,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,P2044_P_aubertii_Chile,98.794,88,otu49,,,64,,,,
P11250,395021,2008,OG-DH-751-1,OG-DH-751-1_2008,4621,3,TD,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P2044_P_aubertii_Chile,98.794,88,otu49,,,64,,,,
P11849,242390,2010,1203,1203_2010,3551,NW,Log/Stump,Stereocaulon tomentosum,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P11255,394947,2008,OG-DH-751-1,OG-DH-751-1_2008,568,4,DM,Peltigera rufescens,Peltigera_rufescens_1,"0.710809, 0.230121, 0.012496",P2083_peltigera_rufescens_1,95.085,100,OTU235,Peltigera_rufescens_1,JL23_aphthosa_no_vnf,98.485,99,otu111,,,64,,,,
P11247,394955,2008,OG-DH-751-1,OG-DH-751-1_2008,4644,5,DM,Peltigera rufescens,0,0,0,0,0,0,,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,otu19,,,64,,,,
P11241,395051,2008,OG-DH-751-2,OG-DH-751-2_2008,4704,1,DT,Peltigera didactyla,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.305131, 0.299096, 0.296936, 0.034454, 0.009007, 0.008640",P2140_peltigera_didactyla_1,96.724,100,OTU257,Peltigera_didactyla_2,P1839_P_retifoveata_USA,99.648,96,otu377,,,64,,,,
P11242,718852,2008,OG-DH-751-2,OG-DH-751-2_2008,4704,1,DT,Peltigera praetextata,0,0,0,0,0,0,,0,0,0,0,,,64,,,,
P11046,395061,2008,OG-DH-751-2,OG-DH-751-2_2008,3870,1,LH,Leptogium saturninum,Peltigera_nigripunctata,"0.087139, 0.016210, 0.015114, 0.013318, 0.012254, 0.012248, 0.011872, 0.011298, 0.011285, 0.011205, 0.009635",P783_peltigera_malacea,85.492,37,OTU214,,0,0,0,0,,,60,,,,
P11233,395079,2008,OG-DH-751-2,OG-DH-751-2_2008,4731,1,LH,Peltigera canina,Peltigera_neocanina_1,"0.546265, 0.157185, 0.133582, 0.133094",HOB27_peltigera_neocanina_1,99.475,100,OTU255,Peltigera_neocanina_1,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,,,64,,,,
P11238,395139,2008,OG-DH-751-2,OG-DH-751-2_2008,4357,1,LS,Peltigera collina,0,0,0,0,0,0,,P12647_Leptogium_sp_Panama_Baru_1_C8_P1_NM62,98.698,96,otu29,,,64,,,,
P11235,395145,2008,OG-DH-751-2,OG-DH-751-2_2008,4495,1,LS,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,64,,,,
P11043,395283,2008,OG-DH-751-2,OG-DH-751-2_2008,4565,1,TD,Leptogium saturninum,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P11044,1368240,2008,OG-DH-751-2,OG-DH-751-2_2008,4565,1,TD,Leptogium tenuissimum,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P11231,395277,2008,OG-DH-751-2,OG-DH-751-2_2008,4360,1,TD,Peltigera praetextata,Peltigera_praetextata,"0.164698, 0.137461, 0.073146, 0.068120, 0.065370, 0.057324, 0.057107, 0.056543, 0.034969, 0.034941, 0.034680",P0420_peltigera_praetextata,99.814,100,OTU104,Peltigera_praetextata,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,,,64,,,,
P11236,395097,2008,OG-DH-751-2,OG-DH-751-2_2008,3839,2,LH,Peltigera,Peltigera_canina_1,"0.130421, 0.076740, 0.076423, 0.076164, 0.076109, 0.075304, 0.074499, 0.069247, 0.056443, 0.055008, 0.033862",HOB13_peltigera_canina_1,100,100,OTU103,Peltigera_canina_1,P0420_P_praetextata_Serbia,99.878,96,otu18,,,64,,,,
P11237,395099,2008,OG-DH-751-2,OG-DH-751-2_2008,4720,2,LH,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,OTU162,Peltigera_leucophlebia_2,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,,,64,,,,
P11244,395157,2008,OG-DH-751-2,OG-DH-751-2_2008,4498,2,LS,Peltigera collina,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,OTU5,Peltigera_praetextata,P0420_P_praetextata_Serbia,99.878,96,otu18,,,64,,,,
P11243,718882,2008,OG-DH-751-2,OG-DH-751-2_2008,4498,2,LS,Peltigera praetextata,"Peltigera_polydactylon_subsp_udeghe,Peltigera_polydactylon_subsp_polydactylon","0.340243, 0.331607, 0.328085",P71_peltigera_polydactylon_ssp_udeghe,99.142,100,OTU258,Peltigera_polydactylon_subsp_udeghe,P0420_P_praetextata_Serbia,99.878,96,otu18,,"let's check this specimen again, first record of this specie shere",64,,,,
P9680,395131,2008,OG-DH-751-2,OG-DH-751-2_2008,4734,3,LH,Collema fuscovirens,0,0,0,0,0,0,,DQ266037_Leptogium_saturninum2_Finland,99.758,92,otu65,,,31,,,,
P11049,395117,2008,OG-DH-751-2,OG-DH-751-2_2008,4717,3,LH,Leptogium saturninum,Peltigera_nigripunctata,"0.069247, 0.024853, 0.015307, 0.011106, 0.011090, 0.009850, 0.009849, 0.009733, 0.009634, 0.009622, 0.009603",P783_peltigera_malacea,86.01,31,OTU215,,P12542_Sticta_sp_Malaysia_Kinabalu_2_C1_P1,96.28,94,otu307,,,60,,,,
P11048,395115,2008,OG-DH-751-2,OG-DH-751-2_2008,4361,3,LH,Lobaria pulmonaria,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P11047,395175,2008,OG-DH-751-2,OG-DH-751-2_2008,4503,3,LS,Lobaria pulmonaria,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P11239,395167,2008,OG-DH-751-2,OG-DH-751-2_2008,4359,3,LS,Peltigera canina,Peltigera_canina_1,"0.130421, 0.076740, 0.076423, 0.076164, 0.076109, 0.075304, 0.074499, 0.069247, 0.056443, 0.055008, 0.033862",HOB13_peltigera_canina_1,100,100,OTU103,Peltigera_canina_1,P0420_P_praetextata_Serbia,99.878,96,otu18,,,64,,,,
P11240,395169,2008,OG-DH-751-2,OG-DH-751-2_2008,4359,3,LS,Peltigera neopolydactyla,Peltigera_polydactylon_subsp_udeghe,"0.890674, 0.055804, 0.053511",P71_peltigera_polydactylon_ssp_udeghe,99.314,100,OTU256,Peltigera_polydactylon_subsp_udeghe,P0420_P_praetextata_Serbia,99.878,96,otu18,,,64,,,,
P11850,246784,2010,1201,1201_2010,4422,NE,Rock,Stereocaulon tomentosum,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P11042,723662,2008,OG-DH-751-2,OG-DH-751-2_2008,4711,3,TD,Leptogium,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P11568,395331,2008,OG-DH-751-2,OG-DH-751-2_2008,4708,3,TD,Leptogium saturninum,0,0,0,0,0,0,,0,0,0,0,,,71,,,,
P11234,395317,2008,OG-DH-751-2,OG-DH-751-2_2008,3706,3,TD,Peltigera collina,Peltigera_collina,0.970552,P1534_peltigera_sp14,84.888,91,OTU207,Peltigera_collina,P12647_Leptogium_sp_Panama_Baru_1_C8_P1_NM62,98.698,96,otu29,,,64,,,,
P9962,395319,2008,OG-DH-751-2,OG-DH-751-2_2008,3847,3,TD,Peltigera collina,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P11230,395333,2008,OG-DH-751-2,OG-DH-751-2_2008,4711,3,TD,Peltigera evansiana,Peltigera_evansiana,"0.879673, 0.028425, 0.026309, 0.026304",P1817_peltigera_evansiana,100,100,OTU17,Peltigera_evansiana,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,,,64,,,,
P11045,395185,2008,OG-DH-751-2,OG-DH-751-2_2008,4556,4,LS,Nephroma bellum,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P11232,395193,2008,OG-DH-751-2,OG-DH-751-2_2008,4562,4,LS,Peltigera praetextata,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,OTU5,Peltigera_praetextata,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,,,64,,,,
P11272,395355,2008,OG-DH-785-1,OG-DH-785-1_2008,5056,1,DM,Peltigera rufescens,0,0,0,0,0,0,,P1839_P_retifoveata_USA,99.648,96,otu377,,,64,,,,
P11275,395431,2008,OG-DH-785-1,OG-DH-785-1_2008,4849,1,LS,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P12567_Sticta_hypochroa_Chile_Mocho_1_C1_P1,95.829,92,otu313,,,65,,,,
P11056,395555,2008,OG-DH-785-1,OG-DH-785-1_2008,4993,1,TD,Collema furfuraceum,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P9667,395559,2008,OG-DH-785-1,OG-DH-785-1_2008,4995,1,TD,Leptogium saturninum,0,0,0,0,0,0,,0,0,0,0,,,31,,,,
P9386,395551,2008,OG-DH-785-1,OG-DH-785-1_2008,4991,1,TD,Nephroma bellum,Peltigera_extenuata_1,"0.053473, 0.050293, 0.042551, 0.042089, 0.018775, 0.016109, 0.015971, 0.010648, 0.010347, 0.008690, 0.007584",P1035_peltigera_aphthosa,90,43,OTU52,,0,0,0,0,,,25,,,,
P11273,719650,2008,OG-DH-785-1,OG-DH-785-1_2008,4384,1,UH,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,,65,,,,
P11280,713914,2008,OG-DH-785-1,OG-DH-785-1_2008,4383,1,UH,Peltigera extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,OTU135,Peltigera_extenuata_1,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,otu160,,,65,,,,
P11851,248284,2010,1201,1201_2010,4422,NE,Rock,Stereocaulon cf. saxatile,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P11277,395577,2008,OG-DH-785-1,OG-DH-785-1_2008,4383A,1,UH,Peltigera elisabethae,Peltigera_elisabethae,"0.819424, 0.146709",P1534_peltigera_sp14,84,89,OTU101,Peltigera_elisabethae,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,otu242,,,65,,,,
P11281,395581,2008,OG-DH-785-1,OG-DH-785-1_2008,4383D,1,UH,Peltigera malacea,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,OTU46,Peltigera_malacea_2,NOS,95.535,95,otu399,,,65,,,,
P11282,395579,2008,OG-DH-785-1,OG-DH-785-1_2008,4383BÊ,1,UH,Peltigera rufescens,#N/A,#N/A,0,nan,nan,#N/A,,#N/A,#N/A,#N/A,#N/A,,,65,,,,
P11276,395633,2008,OG-DH-785-1,OG-DH-785-1_2008,4973,1,WPW,Peltigera aphthosa,Peltigera_aphthosa_1,"0.918563, 0.009094, 0.008049, 0.008041, 0.007946",P734_peltigera_aphthosa,99.82,100,OTU267,Peltigera_aphthosa_5,P1108_P_ponojensis_NorthAmerica,98.949,96,otu356,,,65,,,,
P11271,395629,2008,OG-DH-785-1,OG-DH-785-1_2008,4965,1,WPW,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.674546, 0.042883, 0.042512, 0.030700, 0.030700, 0.030474, 0.030047, 0.029920, 0.029778, 0.029718",P309_peltigera_neopolydactyla_1,99.681,100,OTU64,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,89.99,96,otu62,,,64,,,,
P11270,395597,2008,OG-DH-785-1,OG-DH-785-1_2008,4864,2,UH,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,,64,,,,
P10053,395365,2008,OG-DH-785-1,OG-DH-785-1_2008,5062,3,DM,Stereocaulon cf. tomentosum,0,0,0,0,0,0,,0,0,0,0,,,39,,,,
P11279,395363,2008,OG-DH-785-1,OG-DH-785-1_2008,5058,3,DM,Peltigera,0,0,0,0,0,0,,0,0,0,0,,,65,,,,
P11274,395361,2008,OG-DH-785-1,OG-DH-785-1_2008,3682,3,DM,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.884928, 0.017852, 0.017730, 0.017541, 0.017522",P6060_peltigera_leucophlebia,99.638,100,OTU266,Peltigera_leucophlebia_2,P1839_P_retifoveata_USA,99.531,96,otu406,,,65,,,,
P11278,713927,2008,OG-DH-785-1,OG-DH-785-1_2008,5058,3,DM,Peltigera rufescens,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P0006_P_neocanina_Iceland,99.886,89,otu127,,,65,,,,
P9100,153394,2009,34,34_2009,4521A,NW,Log/Stump,Peltigera cf. extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,OTU135,Peltigera_extenuata_1,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,otu160,XXXIIIb,0,,,,,
P8303,151369,2009,34,34_2009,4763A,SW,Log/Stump,Peltigera canina,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,OTU135,Peltigera_extenuata_1,0,0,0,0,,0,,,,,
P8306,147264,2009,499,499_2009,1762,NW,Wetland,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P6454,155547,2009,506,506_2009,2187,NW,Wetland,Peltigera neopolydactyla1appalachensis,Peltigera_neopolydactyla_1,"0.662720, 0.043429, 0.043080, 0.031370, 0.031368, 0.031140, 0.030716, 0.030611, 0.030492, 0.030436",P845_peltigera_neopolydactyla_1,99.84,100,OTU56,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,89.898,96,otu253,VIIa,0,,,,,
P6453,159764,2009,506,506_2009,2063,SE,Wetland,Peltigera neopolydactyla1appalachensis,Peltigera_neopolydactyla_1,"0.662720, 0.043429, 0.043080, 0.031370, 0.031368, 0.031140, 0.030716, 0.030611, 0.030492, 0.030436",P845_peltigera_neopolydactyla_1,99.688,98,OTU345,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,89.787,99,otu158,VIIa,0,,,,,
P8615,149410,2009,507,507_2009,4741B,SW,Log/Stump,Peltigera cf. praetextata,0,0,0,0,0,0,,P1812_P_didactyla_Belgium?,99.273,96,otu418,,,,,,,
P8603,160146,2009,538,538_2009,4995B,NW,Tree/Other,Peltigera cf. praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,V,0,,,,,
P9092,160145,2009,538,538_2009,4995C,NW,Tree/Other,Peltigera cf. elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329626, 0.328702, 0.328658",P1534_peltigera_sp14,85.075,87,OTU146,Peltigera_neckeri,P12647_Leptogium_sp_Panama_Baru_1_C8_P1_NM62,98.343,96,otu38,P12649,check blast,,,,,
P9093,1358780,2009,538,538_2009,4995C,NW,Tree/Other,Peltigera cf. neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329626, 0.328702, 0.328658",P1534_peltigera_sp14,85.075,87,OTU146,Peltigera_neckeri,P12647_Leptogium_sp_Panama_Baru_1_C8_P1_NM62,98.343,96,otu38,P12649,check blast,,,,,
P8355,148158,2009,729,729_2009,3250,NW,Tree/Other,Peltigera cf. praetextata,Peltigera_didactyla_3,0.990018,P2109_peltigera_didactyla_3,100,100,OTU105,Peltigera_didactyla_3,0,0,0,0,,0,,,,,
P6442,160787,2009,882,882_2009,348A,NE,Log/Stump,Peltigera didactyla 3,Peltigera_didactyla_3,0.990018,P2109_peltigera_didactyla_3,100,100,OTU105,Peltigera_didactyla_3,P1839_P_retifoveata_USA,99.883,96,otu146,XXXIIIa,0,,,,,
P6435,158707,2009,882,882_2009,357,NE,Tree/Other,Peltigera occidentalis,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,OTU132,Peltigera_occidentalis,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,VIIa,0,,,,,
P7001,156547,2009,882,882_2009,486,NW,Log/Stump,Peltigera castanea,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P6439,162924,2009,882,882_2009,502,SE,Log/Stump,Peltigera canina 1,Peltigera_sp_18,"0.071725, 0.057290, 0.057263, 0.056621, 0.055957, 0.055877, 0.054035, 0.049422, 0.049108, 0.044805, 0.040709",HOB12_peltigera_canina_1,99.505,100,OTU341,Peltigera_canina_1,P1839_P_retifoveata_USA,99.883,96,otu146,XXXIIIa,0,,,,,
P6437,152486,2009,882,882_2009,344D,SW,Log/Stump,Peltigera canina 1,Peltigera_sp_18,"0.091519, 0.090479, 0.088138, 0.088073, 0.087058, 0.086134, 0.079762, 0.064293, 0.062472, 0.037256, 0.036981",HOB13_peltigera_canina_1,99.074,100,OTU269,Peltigera_canina_2,P2044_P_aubertii_Chile,98.568,89,otu308,aff_XXV,0,,,,,
P6438,160816,2009,882,882_2009,344B,SW,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.311509, 0.310797, 0.310758, 0.032981",P1534_peltigera_sp14,85.047,90,OTU62,Peltigera_neckeri,P1108_P_ponojensis_NorthAmerica,98.949,96,otu356,XXV,0,,,,,
P6441,1174652,2009,882,882_2009,344A,SW,Log/Stump,Peltigera didactyla 2,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.304838, 0.297814, 0.296612, 0.030771, 0.010065, 0.009559, 0.009223",P2140_peltigera_didactyla_1,97.193,100,OTU250,Peltigera_aff_didactyla,0,0,0,0,,check aln; potential new lineage,,,,,
P6434,154566,2009,882,882_2009,191,SW,Tree/Other,Peltigera canina 1,Peltigera_sp_18,"0.091519, 0.090479, 0.088138, 0.088073, 0.087058, 0.086134, 0.079762, 0.064293, 0.062472, 0.037256, 0.036981",HOB13_peltigera_canina_1,99.074,100,OTU269,Peltigera_canina_2,P1839_P_retifoveata_USA,99.641,97,otu300,XXXIIIa,0,,,,,
P6436,154565,2009,882,882_2009,191B,SW,Tree/Other,Peltigera didactyla 1,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.179426, 0.175851, 0.174410, 0.131052, 0.067225, 0.063514, 0.052356, 0.033637, 0.033593, 0.014035, 0.013929",P2140_peltigera_didactyla_1,100,100,OTU181,Peltigera_didactyla_1,JL31_extenuata_vnf,99.533,99,otu286,XXXIII,0,,,,,
P6440,156582,2009,882,882_2009,191D,SW,Tree/Other,Peltigera sp. 20,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P9803,150520,2009,914,914_2009,2108,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,OTU67,Peltigera_leucophlebia_2,0,0,0,0,,,34,,,,
P9799,163013,2009,914,914_2009,2107,NE,Log/Stump,Peltigera praetextata,Peltigera_rufescens_1,"0.800357, 0.147712, 0.009539",P2083_peltigera_rufescens_1,96.415,100,OTU583,Peltigera_aff_rufescens,JL23_aphthosa_no_vnf,100,99,otu376,,,34,,,,
P9800,1454277,2009,914,914_2009,2107A,NE,Log/Stump,Peltigera neorufescens,Peltigera_lepidophora_2,"0.643473, 0.152108, 0.066984, 0.045020, 0.034847, 0.011616",P2178_peltigera_papuana,93.967,96,OTU379,Peltigera_aff_papuana,JL23_aphthosa_no_vnf,100,99,otu376,,,34,,,,
P9793,150526,2009,914,914_2009,2128,NE,Tree/Other,Peltigera neopolydactyla,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,OTU132,Peltigera_occidentalis,P2072_P_neorufescens2_CostaRica,90.707,93,otu10,,,34,,,,
P9801,152554,2009,914,914_2009,2128A,NE,Tree/Other,Peltigera praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,0,0,0,0,,,34,,,,
P9794,152557,2009,914,914_2009,2099B,NE,Wetland,Peltigera extenuata,0,0,0,0,0,0,,0,0,0,0,,,34,,,,
P9802,154638,2009,914,914_2009,2100,NE,Wetland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,34,,,,
P9792,148405,2009,914,914_2009,2099,NE,Wetland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.662720, 0.043429, 0.043080, 0.031370, 0.031368, 0.031140, 0.030716, 0.030611, 0.030492, 0.030436",P845_peltigera_neopolydactyla_1,99.84,100,OTU56,Peltigera_neopolydactyla_1,P12615_Leptogium_sp_Chile_Mocho_1_C1_P1,95.182,98,otu163,,,34,,,,
P9796,158812,2009,914,914_2009,2099A,NE,Wetland,Peltigera praetextata,0,0,0,0,0,0,,0,0,0,0,,,34,,,,
P9797,148410,2009,914,914_2009,2085,NW,Wetland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,34,,,,
P9798,1454270,2009,914,914_2009,2085,NW,Wetland,Peltigera neopolydactyla,Peltigera_laciniata_1,"0.065654, 0.016345, 0.013775, 0.013588, 0.013582, 0.009672, 0.007017, 0.006832, 0.006682, 0.006670, 0.006661",P0192_peltigera_ponojensis_5a,84.27,32,OTU582,,0,0,0,0,,ITS sequence is a contaminant from other fungus,34,,,,
P9804,150543,2009,914,914_2009,2094,SE,Upland,Peltigera,0,0,0,0,0,0,,0,0,0,0,,,34,,,,
P9795,160880,2009,914,914_2009,2093,SE,Upland,Peltigera elisabethae,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,0,0,0,0,,,34,,,,
P9791,158828,2009,914,914_2009,2097,SW,Log/Stump,Peltigera cf. neopolydactyla,0,0,0,0,0,0,,0,0,0,0,,,34,,,,
P6506,156670,2009,916,916_2009,920A,NE,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,0,0,0,0,,0,,,,,
P9820,160887,2009,916,916_2009,920,NE,Log/Stump,Peltigera canina,Peltigera_sp_18,"0.086973, 0.086752, 0.086749, 0.086614, 0.085651, 0.084544, 0.078563, 0.064022, 0.062438, 0.038526, 0.038282",P2081_peltigera_canina_2,99.814,100,OTU584,Peltigera_canina_2,P2096_P_praetextata_India,94.247,96,otu42,,,34,,,,
P9817,156671,2009,916,916_2009,919,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909085, 0.014176, 0.014161, 0.013886",P6083_peltigera_leucophlebia,100,100,OTU16,Peltigera_leucophlebia_2,0,0,0,0,,,34,,,,
P9806,163047,2009,916,916_2009,918,NE,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P1839_P_retifoveata_USA,99.883,96,otu213,,,34,,,,
P9814,152585,2009,916,916_2009,887,NE,Upland,Peltigera praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,JL23_aphthosa_no_vnf,100,99,otu376,,,34,,,,
P9965,152587,2009,916,916_2009,913A,NW,Log/Stump,Peltigera cf. polydactylon,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
