alerts,duke_dna,Region_Abb,placeholder,placeholder,placeholder,Current ID even for specimens not in tree,placeholder,placeholder,clade,abmi_id,site,year,collector,region,site_year,ITS,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,Source,placeholder,Specimen Current Location,Ownership/Original Location?,World Koppen Climate Index,Lat Long Exact or Notes,Lat_dd,Long_dd,placeholder,Altitude (mASL),Ayla Hab Picture Made,Alya Aspect from Images,Aspect from images,Habitat (from portal download Aug 2023),ABMI_SITE_COPY FOR PHOTO LOOKUP,ABMI_YEAR_COPY FOR PHOTO LOOKUP,DH finalized habitat,"DH finalized habitat with ABMI photos, habsum",moisture regime,"Aquatic influence (in valley/ravine/coulee, along creek, along water body)",Disturbance? Only note if collector noted or visible in Google Earth,Substrate raw with observations (from portal download Aug 2023),"Substrate condensed, updated with RC info from directly beneath thallus to away from thallus (soil includes litter; moss includes dwarf veg like Selaginella; use terr if generic ground given for substrate)",HABITAT TRENDS,Notes/Means,peltigera_final_molecular_id_original,peltigera_final_molecular_id_updated,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,its_otu,rbclx_otu,nostoc_final_id,batch_48,CP notes,DH NOTES
NEW,PA4111,CANADA_AB,,,,,,,,639502,533,2014,ABMI: Dinyar Minocher,Canada: Alberta,533_2014,Carlos,21227,SW,Tree/Other,Peltigera neckeri,,,,,,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.668095,-114.006927,,767,,,,"Boreal Natural Region (Lower Boreal Highlands Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",533,2014,,mature mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following: broadleaf trees, conifers, shrubs",,,,,,,,,,,,23-Dec,,"Missed in first sampling rounds, sites is part of CP sample plan"
NEW,PA4112,CANADA_AB,,,,,,,,472641,533,2014,ABMI: Dinyar Minocher,Canada: Alberta,533_2014,Carlos,21227,SW,Tree/Other,Peltigera canina,,,,,,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.668095,-114.006927,,767,,,,"Boreal Natural Region (Lower Boreal Highlands Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",533,2014,,mature mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following: broadleaf trees, conifers, shrubs",,,,,,,,,,,,23-Dec,,"Missed in first sampling rounds, sites is part of CP sample plan"
UPDATED,P10894,CANADA_AB,,,,,,,,374039,297,2013,ABMI: Chris O'Sullivan,Canada: Alberta,297_2013,Carlos,38057,SE,Wetland,Peltigera malacea,Peltigera_malacea_2,0.991434,P1364_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,57.949032,-112.23436,,541,,,,"Boreal Natural Region (Lower Boreal Highlands Subregion). Dominant current ecosite (150m radius): Mesic black spruce forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",297,2013,,mature spruce,mesic,,none,Wetlands. Collected from one or more of the following:  seasonal/moist depression,"wet depression, no substrate in packet",,,Peltigera_malacea_2,Peltigera_malacea_2,P4036_frippii,97.423,100,OTU111,otu298,,57,sequence genome,"Updated substrate, substrate condensed"
UPDATED,P11060,CANADA_AB,,,,,,,,682872,1510,2015,ABMI: Sean ODonovan,Canada: Alberta,1510_2015,Carlos,16718,SE,Tree/Other,Leptogium saturninum,Peltigera_nigripunctata,"0.088763, 0.016490, 0.015362, 0.013477, 0.012387, 0.012381, 0.011994, 0.011396, 0.011384, 0.011305, 0.010022",HOB1_peltigera_kristinssonii,88.608,33,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,50.704277,-114.488518,,1373,,,,"Rocky Mountain Natural Region (Montane Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: 100% pasture. ",1510,2015,,mature aspen mix,hygric,,pasture,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers",moss over bark,,,,Leptogium_saturninum,DQ266037_Leptogium_saturninum2_Finland,99.758,91,OTU54,otu130,,60,sequence genome,"Updated substrate, substrate condensed"
UPDATED,P11062,CANADA_AB,,,,,,,,240702,1169,2010,ABMI: Nicole Bohnen,Canada: Alberta,1169_2010,Carlos,2100,SE,Tree/Other,Nephroma resupinatum,Peltigera_granulosa,"0.024498, 0.022522, 0.018189, 0.016452, 0.016142, 0.016072, 0.016061, 0.015681, 0.015049, 0.014957, 0.014816",P4036_peltigera_frippii,88.66,42,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,53.342129,-117.356117,,1309,,,,"Foothills Natural Region (Upper Foothills Subregion). Dominant current ecosite (150m radius): Hygric upland lodgepole pine forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1169,2010,,mature pine,hygric,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,Lobaria_hallii,0,0,0,OTU218,0,,60,"Sequence does not match anything known but closest matches are in lobariace, check specimen","Resolved: blasted 100% to Lobaria hallii Nov 2023, very tiny, very hairy specimen"
UPDATED,P11278,CANADA_AB,,,,,,,,713927,OG-DH-785-1,2008,ABMI: Diane L. Haughland,Canada: Alberta,OG-DH-785-1_2008,Carlos,5058A,3,DM,Peltigera rufescens,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.24,-114.1,,621,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Black spruce bog, trees >=10m tall. % ha disturbed: ~15% wellpad and seismic line.",OG-DH-785-1,2008,,treed bog,hydric,bog,"soft linear, wellpad",stratum Upland soils. Collection #3 from disturbed mineral soil,,,,Peltigera_islandica,Peltigera_islandica,P0006_P_neocanina_Iceland,99.886,89,OTU4,otu127,,65,,Updated Env #
UPDATED,P11388,CANADA_AB,,,,,,,,500616,746,2013,ABMI: David Hogarth,Canada: Alberta,746_2013,Carlos,39096,NW,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.645458,-116.283638,,686,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",746,2013,,aspen,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",moss over bark,,,Peltigera_neckeri,Peltigera_neckeri,P1108_P_ponojensis_NorthAmerica,98.949,96,OTU3,otu356,,67,sequence genome,"Updated substrate, substrate condensed"
NEW,PA4113,CANADA_AB,,,,,,,,420132,509,2014,ABMI: Gordon Schnurr,Canada: Alberta,509_2014,Carlos,6396,SE,Tree/Other,Peltigera neckeri,,,,,,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.633797,-111.700684,,434,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",509,2014,,mature aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following: broadleaf trees, conifers",,,,,,,,,,,,23-Dec,,Missed in first sampling rounds
NEW,PA4114,CANADA_AB,,,,,,,,419235,509,2014,ABMI: Gordon Schnurr,Canada: Alberta,509_2014,Carlos,6165,NE,Tree/Other,Peltigera canina,,,,,,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.633797,-111.700684,,434,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",509,2014,,mature aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following: broadleaf trees, conifers",,,,,,,,,,,,23-Dec,,Missed in first sampling rounds
NEW,PA4115,CANADA_AB,,,,,,,,419213,509,2014,ABMI: Gordon Schnurr,Canada: Alberta,509_2014,Carlos,6159,NE,Tree/Other,Peltigera neckeri,,,,,,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.633797,-111.700684,,434,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",509,2014,,mature aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following: broadleaf trees, conifers",,,,,,,,,,,,23-Dec,,Missed in first sampling rounds
UPDATED,P11709,CANADA_AB,,,,,,,,1759265,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,8701B,SE,Log/Stump,Peltigera canina,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,#N/A,,,,,,P0006_P_neocanina_Iceland,100,91,0,otu249,,74,,Updated ABMI ID and Envelope #
UPDATED,P11736,CANADA_AB,,,,,,,,1556601,1656,2018,ABMI: Sophie Deluca,Canada: Alberta,1656_2018,Carlos,4703,SW,Upland,Peltigera venosa,Peltigera_venosa,1,P6094_peltigera_venosa,,93,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,48.999115,-113.823624,,2212,,,,"Rocky Mountain Natural Region (Alpine Subregion). Dominant current ecosite (50m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1656,2018,,young spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus, shaded humus",moss on mineral soil,,,,Peltigera_venosa,P12594_Peltigera_truculenta_Chile_Puyehue_3_C1_P1,97.326,98,OTU314,otu117,,74,sequence genome?,"Updated substrate, substrate condensed"
NEW,PA4117,CANADA_AB,,,,,,,,295041,1231,2011,ABMI: Mireille Martel,Canada: Alberta,1231_2011,Carlos,4536,SW,Log/Stump,Peltigera canina grp.,,,,,,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.991432,-117.452957,,1906,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none.  No photo",1231,2011,,mature spruce,xeric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,,,,,,,23-Dec,,Missed in first round of sampling
RERUN,P11880,CANADA_AB,,,,,,,,1.20E+07,37,2017,ABMI: Bailey Lachaine,Canada: Alberta,37_2017,Carlos,6949A,NW,Log/Stump,Peltigera occidentalis,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.482281,-110.956512,,288,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic black spruce forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",37,2017,,conifer,mesic,,none,#N/A,,,,,,0,0,0,0,0,,77 + Dec-23,,
UPDATED,P6377,CANADA_AB,,,,,,,,494641,659,2013,ABMI: Charlie Sikkema,Canada: Alberta,659_2013,Carlos,38735,NE,Wetland,Peltigera occidentalis,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.977169,-114.198029,,610,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Black spruce bog, trees >=10m tall. % 25x15 m plot disturbed: none. ",659,2013,,treed bog,hydric,bog,none,Wetlands. Collected from one or more of the following:  peatland,moss in bog,,,Peltigera_occidentalis,Peltigera_occidentalis,P12615_Leptogium_sp_Chile_Mocho_1_C1_P1,95.182,98,OTU132,otu413,aff_XIV,,"new nostoc, get genome!!","Updated substrate, substrate condensed"
RERUN,P6385,CANADA_AB,,,,,,,,54660,113,2013,ABMI: Guillaume Gingras,Canada: Alberta,113_2013,Carlos,24963,NW,Wetland,Peltigera neckeri,#N/A,#N/A,#N/A,#N/A,#N/A,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.245296,-114.18441,,796,,,,"Boreal Natural Region (Boreal Subarctic Subregion). Nutrient-poor mesic mature pine, trees > 10m tall. % 25x15 m plot disturbed: none. ",113,2013,,young pine,mesic,,none,"Wetlands. Collected from one or more of the following:  seasonal/moist depression, shores/banks of water bodies",,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,,23-Dec,Duplicate P# with ID70536,"Resolved: other P# entered incorrectly, this is correct; Ian's data says failed, see ""C:\Users\d_hau\Dropbox\Peltigera Project\Alberta\PeltHaplotypeTracking_June2022.xlsx"". Resampled just in case."
,P6415 (orig P6470),CANADA_AB,,,,,,,,21518,695,2013,ABMI: Courtney Kelly,Canada: Alberta,695_2013,Carlos,9961,NE,Wetland,Peltigera retifoveata,#N/A,#N/A,#N/A,#N/A,#N/A,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.677059,-112.734268,,577,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic black spruce forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",695,2013,,mature spruce,mesic,,none,Wetlands. Collected from one or more of the following:  peatland,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,XXXIIIa,,Duplicate P# with 23357. Hard to tell which one was sampled,"Resolved: this had wrong P#, corrected to P6415 from P6470"
UPDATED,P6428,CANADA_AB,,,,,,,,65119,466,2013,ABMI: Gordon Schnurr,Canada: Alberta,466_2013,Carlos,29755,SW,Upland,Peltigera neopolydactyla1appalachensis,Peltigera_neopolydactyla_1,"0.674546, 0.042883, 0.042512, 0.030700, 0.030700, 0.030474, 0.030047, 0.029920, 0.029778, 0.029718",P309_peltigera_neopolydactyla_1,99.681,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,57.207367,-115.556686,,594,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: 5% seismic. ",466,2013,,mature mix,mesic,,soft linear,Upland soils. Collected from one or more of the following:  shaded humus,moss over upland lfh,,,Peltigera_neopolydactyla_1,Peltigera_appalachiensis,P12615_Leptogium_sp_Chile_Mocho_1_C1_P1,95.182,98,OTU64,otu413,aff_XIV,,"new nostoc, get genome!!","Updated substrate, substrate condensed"
,P6432,CANADA_AB,,,,,,,,374170,466,2013,ABMI: Gordon Schnurr,Canada: Alberta,466_2013,Carlos,32104,SW,Tree/Other,Peltigera sp. 20,#N/A,#N/A,#N/A,#N/A,#N/A,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,57.207367,-115.556686,,594,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: 5% seismic. ",466,2013,,mature mix,mesic,,soft linear,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,XXXIIIa,,Duplicate P# with 74451. Hard to tell which was sampled,"Resolved: other duplicate row has incorrect P#, this is the real P6432"
,P6433 (orig P6432),CANADA_AB,,,,,,,,74451,466,2013,ABMI: Gordon Schnurr,Canada: Alberta,466_2013,Carlos,32104,SW,Tree/Other,Peltigera islandica,#N/A,#N/A,#N/A,#N/A,#N/A,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,57.207367,-115.556686,,594,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: 5% seismic. ",466,2013,,mature mix,mesic,,soft linear,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,Duplicate P# with 374170. Hard to tell which was sampled,"Resolved: P# entered incorrectly, corrected to P6433 from P6432"
UPDATED,P6447,CANADA_AB,,,,,,,,10057,691,2013,ABMI: Nils Anderson,Canada: Alberta,691_2013,Carlos,4653,SE,Tree/Other,Peltigera collina,Peltigera_collina,0.970552,P1534_peltigera_sp14,84.888,91,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.805695,-113.99424,,582,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",691,2013,,mature aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",moss over tree bark,,,Peltigera_collina,Peltigera_collina,P12647_Leptogium_sp_Panama_Baru_1_C8_P1_NM62,98.698,96,OTU207,otu29,P12649,,sequence genome,"Updated substrate, substrate condensed"
UPDATED,P6465,CANADA_AB,,,,,,,,307340,608,2011,ABMI: Scott Black,Canada: Alberta,608_2011,Carlos,4254,NE,Log/Stump,Peltigera neopolydactyla1appalachensis,Peltigera_neopolydactyla_1,"0.662720, 0.043429, 0.043080, 0.031370, 0.031368, 0.031140, 0.030716, 0.030611, 0.030492, 0.030436",P845_peltigera_neopolydactyla_1,99.84,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.91721,-110.027626,,529,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Rich fen, <10% tree cover, with shrubs <2m tall. % 25x15 m plot disturbed: none. ",608,2011,,shrub treed fen,hydric,fen,none,Dead wood. Collected from one or more of the following:  soft logs &/or stumps,"moss (Polytrichum), litter over soft wood",,,Peltigera_neopolydactyla_1,Peltigera_appalachiensis,P2072_P_neorufescens2_CostaRica,91.062,99,OTU56,otu237,aff_XIV,,sequence genome,"Updated substrate, substrate condensed"
,P6470,CANADA_AB,,,,,,,,23357,727,2013,ABMI: Courtney Kelly,Canada: Alberta,727_2013,Carlos,10782,SE,Upland,Peltigera retifoveata,#N/A,#N/A,#N/A,#N/A,#N/A,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.443119,-112.50106,,617,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic white spruce forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",727,2013,,mature spruce and shrub wetland,mesic,wetland,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,XXXIIIa,,Duplicate P# with 21518. Hard to tell which one was sampled,"Resolved: this row is correct, corrected other row with P6470"
RERUN,P6585,CANADA_AB,,,,,,,,70536,493,2012,ABMI: Guillaume Gingras,Canada: Alberta,493_2012,Carlos,117,NE,Wetland,Peltigera islandica,#N/A,#N/A,#N/A,#N/A,#N/A,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,57.087059,-116.834015,,532,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland black spruce forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",493,2012,,treed fen,hydric,fen,none,Wetlands. Collected from one or more of the following:  seasonal/moist depression,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,,23-Dec,1) Duplicate P# with ID54660 2) In DUKE SEQ PELTS; Failed on second round,"Resolved: P# entered incorrectly, is P6585 no P6385; there is sequence data for this P# from Ian, see ""C:\Users\d_hau\Dropbox\Peltigera Project\Alberta\PeltHaplotypeTracking_June2022.xlsx"", says islandica/sp.20. Resampled just in case"
UPDATED,P8256,CANADA_AB,,,,,,,,1264020,210,2017,ABMI: Bailey Lachaine,Canada: Alberta,210_2017,Carlos,7222,SE,Upland,Peltigera,Peltigera_didactyla_3,0.989957,P2109_peltigera_didactyla_3,99.821,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,58.363522,-110.99514,,215,,,,"Boreal Natural Region (Athabasca Plain Subregion). Dominant current ecosite (50m radius): Mesic aspen forest on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: none. ",210,2017,,young aspen,mesic,,none,Upland soils. Collected from one or more of the following:  exposed humus,moss over upland lfh,,,Peltigera_didactyla_3,Peltigera_didactyla_3,P12596_Peltigera_sp_Chile_Mocho_3_C1_P1,96.864,99,OTU107,otu215,aff_XXVIb,,sequence genome,"Updated substrate, substrate condensed"
RERUN,P8271,CANADA_AB,,,,,,,,1257367,37,2017,ABMI: Bailey Lachaine,Canada: Alberta,37_2017,Carlos,6949,NW,Log/Stump,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.662720, 0.043429, 0.043080, 0.031370, 0.031368, 0.031140, 0.030716, 0.030611, 0.030492, 0.030436",P845_peltigera_neopolydactyla_1,,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.482281,-110.956512,,288,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic black spruce forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",37,2017,,conifer,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_neopolydactyla_1,Peltigera_appalachiensis,P2072_P_neorufescens2_CostaRica,90.603,96,OTU56,otu54,VIIa,? + 77 AS RERUN + Dec-23,0,
RERUN,P8273,CANADA_AB,,,,,,,,1251319,1265,2017,ABMI: Tatum del Bosco,Canada: Alberta,1265_2017,Carlos,6545,SW,Log/Stump,Peltigera occidentalis,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.709812,-116.084496,,1225,,,,"Foothills Natural Region (Lower Foothills Subregion). Dominant current ecosite (50m radius): Mesic pine forest on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: 100% forestry. ",1265,2017,,young pine,mesic,,forestry,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_occidentalis,Peltigera_occidentalis,P12615_Leptogium_sp_Chile_Mocho_1_C1_P1,95.182,98,OTU132,otu163,aff_XIV,? + 77 AS RERUN + Dec-23,,
